Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
Tosefta Sotah (Lieberman) 7:19,Variants on Sotah 7:19:13,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:19,Variants on Sotah 7:19:14,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:19,Variants on Sotah 7:19:15,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:19,Variants on Sotah 7:19:16,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:7,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Variants on Sotah 7:2:8,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Tosefta Yoma (Lieberman) 4:5,related,Tosefta Sotah (Lieberman),Tosefta Yoma (Lieberman),Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:2,Zechariah 5:4,related,Tosefta Sotah (Lieberman),Zechariah,Tosefta,Tanakh
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:7,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:8,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:9,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:10,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:11,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:12,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:13,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:20,Variants on Sotah 7:20:14,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:7,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:8,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:9,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:10,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:11,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:12,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:13,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:14,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:15,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:16,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:17,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:18,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:19,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:20,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:21,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:22,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:21,Variants on Sotah 7:21:23,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:22,Variants on Sotah 7:22:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:23,Variants on Sotah 7:23:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:7,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:8,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:9,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:10,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:11,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:12,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:13,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:14,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:15,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:16,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:3,Variants on Sotah 7:3:17,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:4,Variants on Sotah 7:4:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:4,Variants on Sotah 7:4:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:4,Variants on Sotah 7:4:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:4,Variants on Sotah 7:4:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:5,Variants on Sotah 7:5:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:6,Variants on Sotah 7:6:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:7,Variants on Sotah 7:7:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:1,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:2,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:3,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:4,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:5,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:6,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:7,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:8,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:9,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:10,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:11,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:12,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:13,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:14,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:15,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
Tosefta Sotah (Lieberman) 7:8,Variants on Sotah 7:8:16,commentary,Tosefta Sotah (Lieberman),Variants on Sotah,Tosefta,Tosefta
